,Unnamed: 0,path,mask_state,age,gender,class,pred,folder
9592,9592,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003400_female_Asian_19/incorrect_mask.jpg,Incorrect,19,female,9,6,003400_female_Asian_19
9593,9593,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003400_female_Asian_19/mask2.jpg,Wear,19,female,3,1,003400_female_Asian_19
9594,9594,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003400_female_Asian_19/mask4.jpg,Wear,19,female,3,4,003400_female_Asian_19
9596,9596,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003400_female_Asian_19/mask3.jpg,Wear,19,female,3,1,003400_female_Asian_19
9661,9661,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003412_female_Asian_48/normal.jpg,Not Wear,48,female,16,13,003412_female_Asian_48
9662,9662,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003412_female_Asian_48/incorrect_mask.jpg,Incorrect,48,female,10,1,003412_female_Asian_48
9703,9703,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003418_female_Asian_53/normal.jpg,Not Wear,53,female,16,13,003418_female_Asian_53
9704,9704,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003418_female_Asian_53/incorrect_mask.jpg,Incorrect,53,female,10,7,003418_female_Asian_53
9710,9710,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003421_female_Asian_38/normal.jpg,Not Wear,38,female,16,12,003421_female_Asian_38
9711,9711,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003421_female_Asian_38/incorrect_mask.jpg,Incorrect,38,female,10,6,003421_female_Asian_38
9713,9713,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003421_female_Asian_38/mask4.jpg,Wear,38,female,4,0,003421_female_Asian_38
9714,9714,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003421_female_Asian_38/mask5.jpg,Wear,38,female,4,0,003421_female_Asian_38
9715,9715,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003421_female_Asian_38/mask3.jpg,Wear,38,female,4,0,003421_female_Asian_38
9752,9752,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003430_female_Asian_52/normal.jpg,Not Wear,52,female,16,12,003430_female_Asian_52
9757,9757,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003430_female_Asian_52/mask3.jpg,Wear,52,female,4,1,003430_female_Asian_52
9787,9787,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003435_female_Asian_52/normal.jpg,Not Wear,52,female,16,13,003435_female_Asian_52
9788,9788,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003435_female_Asian_52/incorrect_mask.jpg,Incorrect,52,female,10,7,003435_female_Asian_52
9789,9789,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003435_female_Asian_52/mask2.jpg,Wear,52,female,4,1,003435_female_Asian_52
9793,9793,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003437_female_Asian_30/mask1.jpg,Wear,30,female,4,0,003437_female_Asian_30
9794,9794,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003437_female_Asian_30/normal.jpg,Not Wear,30,female,16,12,003437_female_Asian_30
9795,9795,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003437_female_Asian_30/incorrect_mask.jpg,Incorrect,30,female,10,6,003437_female_Asian_30
9796,9796,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003437_female_Asian_30/mask2.jpg,Wear,30,female,4,0,003437_female_Asian_30
9797,9797,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003437_female_Asian_30/mask4.jpg,Wear,30,female,4,0,003437_female_Asian_30
9798,9798,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003437_female_Asian_30/mask5.jpg,Wear,30,female,4,0,003437_female_Asian_30
9807,9807,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003440_male_Asian_60/mask1.jpg,Wear,60,male,2,1,003440_male_Asian_60
9808,9808,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003440_male_Asian_60/normal.jpg,Not Wear,60,male,14,13,003440_male_Asian_60
9809,9809,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003440_male_Asian_60/incorrect_mask.jpg,Incorrect,60,male,8,7,003440_male_Asian_60
9810,9810,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003440_male_Asian_60/mask2.jpg,Wear,60,male,2,1,003440_male_Asian_60
9811,9811,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003440_male_Asian_60/mask4.jpg,Wear,60,male,2,1,003440_male_Asian_60
9812,9812,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003440_male_Asian_60/mask5.jpg,Wear,60,male,2,1,003440_male_Asian_60
9813,9813,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003440_male_Asian_60/mask3.jpg,Wear,60,male,2,1,003440_male_Asian_60
9821,9821,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003442_female_Asian_60/mask1.jpg,Wear,60,female,5,4,003442_female_Asian_60
9822,9822,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003442_female_Asian_60/normal.jpg,Not Wear,60,female,17,16,003442_female_Asian_60
9824,9824,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003442_female_Asian_60/mask2.jpg,Wear,60,female,5,4,003442_female_Asian_60
9825,9825,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003442_female_Asian_60/mask4.jpg,Wear,60,female,5,4,003442_female_Asian_60
9826,9826,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003442_female_Asian_60/mask5.jpg,Wear,60,female,5,4,003442_female_Asian_60
9827,9827,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003442_female_Asian_60/mask3.jpg,Wear,60,female,5,4,003442_female_Asian_60
9830,9830,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003444_female_Asian_57/incorrect_mask.jpg,Incorrect,57,female,10,7,003444_female_Asian_57
9857,9857,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003454_female_Asian_60/normal.jpg,Not Wear,60,female,17,16,003454_female_Asian_60
9878,9878,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003458_female_Asian_46/normal.jpg,Not Wear,46,female,16,13,003458_female_Asian_46
9879,9879,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003458_female_Asian_46/incorrect_mask.jpg,Incorrect,46,female,10,7,003458_female_Asian_46
9880,9880,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003458_female_Asian_46/mask2.jpg,Wear,46,female,4,1,003458_female_Asian_46
9881,9881,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003458_female_Asian_46/mask4.jpg,Wear,46,female,4,1,003458_female_Asian_46
9883,9883,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003458_female_Asian_46/mask3.jpg,Wear,46,female,4,1,003458_female_Asian_46
9912,9912,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003467_female_Asian_57/mask1.jpg,Wear,57,female,4,1,003467_female_Asian_57
9913,9913,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003467_female_Asian_57/normal.jpg,Not Wear,57,female,16,13,003467_female_Asian_57
9914,9914,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003467_female_Asian_57/incorrect_mask.jpg,Incorrect,57,female,10,7,003467_female_Asian_57
9915,9915,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003467_female_Asian_57/mask2.jpg,Wear,57,female,4,1,003467_female_Asian_57
9916,9916,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003467_female_Asian_57/mask4.jpg,Wear,57,female,4,1,003467_female_Asian_57
9918,9918,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003467_female_Asian_57/mask3.jpg,Wear,57,female,4,1,003467_female_Asian_57
9926,9926,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003469_female_Asian_55/mask1.jpg,Wear,55,female,4,1,003469_female_Asian_55
9927,9927,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003469_female_Asian_55/normal.jpg,Not Wear,55,female,16,13,003469_female_Asian_55
9928,9928,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003469_female_Asian_55/incorrect_mask.jpg,Incorrect,55,female,10,7,003469_female_Asian_55
9929,9929,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003469_female_Asian_55/mask2.jpg,Wear,55,female,4,1,003469_female_Asian_55
9930,9930,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003469_female_Asian_55/mask4.jpg,Wear,55,female,4,1,003469_female_Asian_55
9931,9931,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003469_female_Asian_55/mask5.jpg,Wear,55,female,4,1,003469_female_Asian_55
9932,9932,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003469_female_Asian_55/mask3.jpg,Wear,55,female,4,1,003469_female_Asian_55
9943,9943,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003472_female_Asian_48/mask2.jpg,Wear,48,female,4,0,003472_female_Asian_48
9944,9944,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003472_female_Asian_48/mask4.jpg,Wear,48,female,4,0,003472_female_Asian_48
9955,9955,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003474_female_Asian_48/normal.jpg,Not Wear,48,female,16,13,003474_female_Asian_48
10005,10005,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003486_female_Asian_34/incorrect_mask.jpg,Incorrect,34,female,10,9,003486_female_Asian_34
10006,10006,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003486_female_Asian_34/mask2.jpg,Wear,34,female,4,3,003486_female_Asian_34
10008,10008,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003486_female_Asian_34/mask5.jpg,Wear,34,female,4,9,003486_female_Asian_34
10009,10009,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003486_female_Asian_34/mask3.jpg,Wear,34,female,4,3,003486_female_Asian_34
10010,10010,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003488_male_Asian_50/mask1.jpg,Wear,50,male,1,0,003488_male_Asian_50
10011,10011,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003488_male_Asian_50/normal.jpg,Not Wear,50,male,13,16,003488_male_Asian_50
10012,10012,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003488_male_Asian_50/incorrect_mask.jpg,Incorrect,50,male,7,10,003488_male_Asian_50
10013,10013,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003488_male_Asian_50/mask2.jpg,Wear,50,male,1,3,003488_male_Asian_50
10014,10014,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003488_male_Asian_50/mask4.jpg,Wear,50,male,1,4,003488_male_Asian_50
10015,10015,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003488_male_Asian_50/mask5.jpg,Wear,50,male,1,4,003488_male_Asian_50
10016,10016,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003488_male_Asian_50/mask3.jpg,Wear,50,male,1,4,003488_male_Asian_50
10020,10020,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003489_male_Asian_48/mask2.jpg,Wear,48,male,1,4,003489_male_Asian_48
10022,10022,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003489_male_Asian_48/mask5.jpg,Wear,48,male,1,3,003489_male_Asian_48
10023,10023,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003489_male_Asian_48/mask3.jpg,Wear,48,male,1,4,003489_male_Asian_48
10026,10026,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003490_male_Asian_50/incorrect_mask.jpg,Incorrect,50,male,7,6,003490_male_Asian_50
10029,10029,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003490_male_Asian_50/mask5.jpg,Wear,50,male,1,0,003490_male_Asian_50
10030,10030,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003490_male_Asian_50/mask3.jpg,Wear,50,male,1,0,003490_male_Asian_50
10033,10033,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003501_male_Asian_56/incorrect_mask.jpg,Incorrect,56,male,7,10,003501_male_Asian_56
10034,10034,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003501_male_Asian_56/mask2.jpg,Wear,56,male,1,3,003501_male_Asian_56
10038,10038,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003502_male_Asian_41/mask1.jpg,Wear,41,male,1,3,003502_male_Asian_41
10039,10039,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003502_male_Asian_41/normal.jpg,Not Wear,41,male,13,12,003502_male_Asian_41
10040,10040,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003502_male_Asian_41/incorrect_mask.jpg,Incorrect,41,male,7,9,003502_male_Asian_41
10041,10041,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003502_male_Asian_41/mask2.jpg,Wear,41,male,1,0,003502_male_Asian_41
10042,10042,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003502_male_Asian_41/mask4.jpg,Wear,41,male,1,3,003502_male_Asian_41
10043,10043,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003502_male_Asian_41/mask5.jpg,Wear,41,male,1,0,003502_male_Asian_41
10044,10044,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003502_male_Asian_41/mask3.jpg,Wear,41,male,1,0,003502_male_Asian_41
10046,10046,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003504_male_Asian_49/normal.jpg,Not Wear,49,male,13,12,003504_male_Asian_49
10047,10047,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003504_male_Asian_49/incorrect_mask.jpg,Incorrect,49,male,7,6,003504_male_Asian_49
10048,10048,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003504_male_Asian_49/mask2.jpg,Wear,49,male,1,0,003504_male_Asian_49
10054,10054,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003505_male_Asian_52/incorrect_mask.jpg,Incorrect,52,male,7,9,003505_male_Asian_52
10055,10055,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003505_male_Asian_52/mask2.jpg,Wear,52,male,1,3,003505_male_Asian_52
10074,10074,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003507_male_Asian_57/normal.jpg,Not Wear,57,male,13,15,003507_male_Asian_57
10075,10075,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003507_male_Asian_57/incorrect_mask.jpg,Incorrect,57,male,7,9,003507_male_Asian_57
10076,10076,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003507_male_Asian_57/mask2.jpg,Wear,57,male,1,3,003507_male_Asian_57
10077,10077,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003507_male_Asian_57/mask4.jpg,Wear,57,male,1,3,003507_male_Asian_57
10078,10078,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003507_male_Asian_57/mask5.jpg,Wear,57,male,1,0,003507_male_Asian_57
10082,10082,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003508_male_Asian_59/incorrect_mask.jpg,Incorrect,59,male,7,6,003508_male_Asian_59
10087,10087,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003508-1_female_Asian_60/mask1.jpg,Wear,60,female,5,4,003508-1_female_Asian_60
10088,10088,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003508-1_female_Asian_60/normal.jpg,Not Wear,60,female,17,16,003508-1_female_Asian_60
10089,10089,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003508-1_female_Asian_60/incorrect_mask.jpg,Incorrect,60,female,11,10,003508-1_female_Asian_60
10090,10090,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003508-1_female_Asian_60/mask2.jpg,Wear,60,female,5,4,003508-1_female_Asian_60
10091,10091,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003508-1_female_Asian_60/mask4.jpg,Wear,60,female,5,4,003508-1_female_Asian_60
10092,10092,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003508-1_female_Asian_60/mask5.jpg,Wear,60,female,5,4,003508-1_female_Asian_60
10093,10093,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003508-1_female_Asian_60/mask3.jpg,Wear,60,female,5,4,003508-1_female_Asian_60
10104,10104,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003509-1_male_Asian_57/mask2.jpg,Wear,57,male,1,0,003509-1_male_Asian_57
10106,10106,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003509-1_male_Asian_57/mask5.jpg,Wear,57,male,1,3,003509-1_male_Asian_57
10107,10107,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003509-1_male_Asian_57/mask3.jpg,Wear,57,male,1,0,003509-1_male_Asian_57
10110,10110,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003510_male_Asian_58/incorrect_mask.jpg,Incorrect,58,male,7,10,003510_male_Asian_58
10115,10115,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003511_male_Asian_54/mask1.jpg,Wear,54,male,1,0,003511_male_Asian_54
10116,10116,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003511_male_Asian_54/normal.jpg,Not Wear,54,male,13,16,003511_male_Asian_54
10117,10117,/opt/ml/repo/level1_imageclassification_cv-level1-cv-06/T4064/dataset/train/images/003511_male_Asian_54/incorrect_mask.jpg,Incorrect,54,male,7,6,003511_male_Asian_54
